LOCALITY_NAME,POSTCODE,STATE_ABBREVIATION,full_suburb
Tascott,2250,NSW,"Tascott, NSW, 2250"
Tatachilla,5171,SA,"Tatachilla, SA, 5171"
Tatham,2471,NSW,"Tatham, NSW, 2471"
Tathra,2550,NSW,"Tathra, NSW, 2550"
Tatong,3673,VIC,"Tatong, VIC, 3673"
Tatton,2650,NSW,"Tatton, NSW, 2650"
Tatura,3616,VIC,"Tatura, VIC, 3616"
Tatura East,3616,VIC,"Tatura East, VIC, 3616"
Tatyoon,3378,VIC,"Tatyoon, VIC, 3378"
Taunton,4674,QLD,"Taunton, QLD, 4674"
Taunton,5235,SA,"Taunton, SA, 5235"
Tawonga,3697,VIC,"Tawonga, VIC, 3697"
Tawonga South,3698,VIC,"Tawonga South, VIC, 3698"
Tayene,7259,TAS,"Tayene, TAS, 7259"
Taylor,2913,ACT,"Taylor, ACT, 2913"
Taylor Bay,3713,VIC,"Taylor Bay, VIC, 3713"
Taylors Arm,2447,NSW,"Taylors Arm, NSW, 2447"
Taylors Beach,2316,NSW,"Taylors Beach, NSW, 2316"
Taylors Beach,4850,QLD,"Taylors Beach, QLD, 4850"
Taylors Flat,2586,NSW,"Taylors Flat, NSW, 2586"
Taylors Hill,3037,VIC,"Taylors Hill, VIC, 3037"
Taylors Lakes,3038,VIC,"Taylors Lakes, VIC, 3038"
Taylorville,5330,SA,"Taylorville, SA, 5330"
Taylorville Station,5330,SA,"Taylorville Station, SA, 5330"
Te Kowai,4740,QLD,"Te Kowai, QLD, 4740"
Tea Gardens,2324,NSW,"Tea Gardens, NSW, 2324"
Tea Tree,7017,TAS,"Tea Tree, TAS, 7017"
Tea Tree Gully,5091,SA,"Tea Tree Gully, SA, 5091"
Teal Flat,5238,SA,"Teal Flat, SA, 5238"
Teal Point,3579,VIC,"Teal Point, VIC, 3579"
Tecoma,3160,VIC,"Tecoma, VIC, 3160"
Teddington,4650,QLD,"Teddington, QLD, 4650"
Teddywaddy,3527,VIC,"Teddywaddy, VIC, 3527"
Teddywaddy West,3527,VIC,"Teddywaddy West, VIC, 3527"
Teebar,4620,QLD,"Teebar, QLD, 4620"
Teelah,4314,QLD,"Teelah, QLD, 4314"
Teelba,4423,QLD,"Teelba, QLD, 4423"
Teesdale,3328,VIC,"Teesdale, VIC, 3328"
Teesdale,6213,WA,"Teesdale, WA, 6213"
Telangatuk East,3401,VIC,"Telangatuk East, VIC, 3401"
Telarah,2320,NSW,"Telarah, NSW, 2320"
Telegraph Point,2441,NSW,"Telegraph Point, NSW, 2441"
Telford,3730,VIC,"Telford, VIC, 3730"
Telina,4680,QLD,"Telina, QLD, 4680"
Telita,7264,TAS,"Telita, TAS, 7264"
Tellebang,4630,QLD,"Tellebang, QLD, 4630"
Telopea,2117,NSW,"Telopea, NSW, 2117"
Telopea Downs,3420,VIC,"Telopea Downs, VIC, 3420"
Telowie,5540,SA,"Telowie, SA, 5540"
Temagog,2440,NSW,"Temagog, NSW, 2440"
Temma,7330,TAS,"Temma, TAS, 7330"
Temora,2666,NSW,"Temora, NSW, 2666"
Tempe,2044,NSW,"Tempe, NSW, 2044"
Templers,5371,SA,"Templers, SA, 5371"
Templestowe,3106,VIC,"Templestowe, VIC, 3106"
Templestowe Lower,3107,VIC,"Templestowe Lower, VIC, 3107"
Templin,4310,QLD,"Templin, QLD, 4310"
Tempy,3489,VIC,"Tempy, VIC, 3489"
Ten Mile Hollow,2250,NSW,"Ten Mile Hollow, NSW, 2250"
Tenambit,2323,NSW,"Tenambit, NSW, 2323"
Tenandra,2824,NSW,"Tenandra, NSW, 2824"
Tenby Point,3984,VIC,"Tenby Point, VIC, 3984"
Teneriffe,4005,QLD,"Teneriffe, QLD, 4005"
Tenindewa,6632,WA,"Tenindewa, WA, 6632"
Tennant Creek,860,NT,"Tennant Creek, NT, 860"
Tennent,2620,ACT,"Tennent, ACT, 2620"
Tennyson,2754,NSW,"Tennyson, NSW, 2754"
Tennyson,3572,VIC,"Tennyson, VIC, 3572"
Tennyson,4105,QLD,"Tennyson, QLD, 4105"
Tennyson,5022,SA,"Tennyson, SA, 5022"
Tennyson Point,2111,NSW,"Tennyson Point, NSW, 2111"
Tenterden,2365,NSW,"Tenterden, NSW, 2365"
Tenterden,6322,WA,"Tenterden, WA, 6322"
Tenterfield,2372,NSW,"Tenterfield, NSW, 2372"
Tepco Station,5440,SA,"Tepco Station, SA, 5440"
Tepko,5254,SA,"Tepko, SA, 5254"
Teralba,2284,NSW,"Teralba, NSW, 2284"
Terang,3264,VIC,"Terang, VIC, 3264"
Terania Creek,2480,NSW,"Terania Creek, NSW, 2480"
Terara,2540,NSW,"Terara, NSW, 2540"
Teridgerie,2829,NSW,"Teridgerie, NSW, 2829"
Teringie,5072,SA,"Teringie, SA, 5072"
Terip Terip,3719,VIC,"Terip Terip, VIC, 3719"
Termeil,2539,NSW,"Termeil, NSW, 2539"
Terowie,5421,SA,"Terowie, SA, 5421"
Terrabella,2818,NSW,"Terrabella, NSW, 2818"
Terrace Creek,2474,NSW,"Terrace Creek, NSW, 2474"
Terragon,2484,NSW,"Terragon, NSW, 2484"
Terramungamine,2830,NSW,"Terramungamine, NSW, 2830"
Terranora,2486,NSW,"Terranora, NSW, 2486"
Terrappee,3525,VIC,"Terrappee, VIC, 3525"
Terreel,2422,NSW,"Terreel, NSW, 2422"
Terrey Hills,2084,NSW,"Terrey Hills, NSW, 2084"
Terrica,4387,QLD,"Terrica, QLD, 4387"
Terrick Terrick,3575,VIC,"Terrick Terrick, VIC, 3575"
Terrick Terrick East,3573,VIC,"Terrick Terrick East, VIC, 3573"
Terrigal,2260,NSW,"Terrigal, NSW, 2260"
Terry Hie Hie,2400,NSW,"Terry Hie Hie, NSW, 2400"
Tesbury,3260,VIC,"Tesbury, VIC, 3260"
Tetoora Road,3821,VIC,"Tetoora Road, VIC, 3821"
Teven,2478,NSW,"Teven, NSW, 2478"
Teviotville,4309,QLD,"Teviotville, QLD, 4309"
Tewantin,4565,QLD,"Tewantin, QLD, 4565"
Tewinga,2449,NSW,"Tewinga, NSW, 2449"
Tewkesbury,7321,TAS,"Tewkesbury, TAS, 7321"
Texas,4385,NSW,"Texas, NSW, 4385"
Texas,4385,QLD,"Texas, QLD, 4385"
Thabeban,4670,QLD,"Thabeban, QLD, 4670"
Thagoona,4306,QLD,"Thagoona, QLD, 4306"
Thalgarrah,2350,NSW,"Thalgarrah, NSW, 2350"
Thalia,3527,VIC,"Thalia, VIC, 3527"
Thallon,4497,QLD,"Thallon, QLD, 4497"
Thalloo,3825,VIC,"Thalloo, VIC, 3825"
Thane,4370,QLD,"Thane, QLD, 4370"
Thanes Creek,4370,QLD,"Thanes Creek, QLD, 4370"
Thangool,4716,QLD,"Thangool, QLD, 4716"
Tharbogang,2680,NSW,"Tharbogang, NSW, 2680"
Thargomindah,4492,QLD,"Thargomindah, QLD, 4492"
Tharwa,2620,ACT,"Tharwa, ACT, 2620"
The Angle,2620,NSW,"The Angle, NSW, 2620"
The Basin,2365,NSW,"The Basin, NSW, 2365"
The Basin,3154,VIC,"The Basin, VIC, 3154"
The Bight,2429,NSW,"The Bight, NSW, 2429"
The Bluff,4340,QLD,"The Bluff, QLD, 4340"
The Bluff,4355,QLD,"The Bluff, QLD, 4355"
The Branch,2425,NSW,"The Branch, NSW, 2425"
The Brothers,2630,NSW,"The Brothers, NSW, 2630"
The Caves,4702,QLD,"The Caves, QLD, 4702"
The Channon,2480,NSW,"The Channon, NSW, 2480"
The Common,4701,QLD,"The Common, QLD, 4701"
The Cove,3268,VIC,"The Cove, VIC, 3268"
The Dawn,4570,QLD,"The Dawn, QLD, 4570"
The Dimonds,4650,QLD,"The Dimonds, QLD, 4650"
The Entrance,2261,NSW,"The Entrance, NSW, 2261"
The Entrance North,2261,NSW,"The Entrance North, NSW, 2261"
The Falls,4373,QLD,"The Falls, QLD, 4373"
The Freshwater,2466,NSW,"The Freshwater, NSW, 2466"
The Gap,2472,NSW,"The Gap, NSW, 2472"
The Gap,2650,NSW,"The Gap, NSW, 2650"
The Gap,4061,QLD,"The Gap, QLD, 4061"
The Gap,4825,QLD,"The Gap, QLD, 4825"
The Gap,5271,SA,"The Gap, SA, 5271"
The Gap,870,NT,"The Gap, NT, 870"
The Gardens,7216,TAS,"The Gardens, TAS, 7216"
The Gardens,820,NT,"The Gardens, NT, 820"
The Gemfields,4702,QLD,"The Gemfields, QLD, 4702"
The Glen,2476,NSW,"The Glen, NSW, 2476"
The Glen,4370,QLD,"The Glen, QLD, 4370"
The Gulf,2365,NSW,"The Gulf, NSW, 2365"
The Gums,4406,QLD,"The Gums, QLD, 4406"
The Gurdies,3984,VIC,"The Gurdies, VIC, 3984"
The Hatch,2444,NSW,"The Hatch, NSW, 2444"
The Head,4373,QLD,"The Head, QLD, 4373"
The Heart,3851,VIC,"The Heart, VIC, 3851"
The Hermitage,4370,QLD,"The Hermitage, QLD, 4370"
The Hill,2300,NSW,"The Hill, NSW, 2300"
The Honeysuckles,3851,VIC,"The Honeysuckles, VIC, 3851"
The Junction,2291,NSW,"The Junction, NSW, 2291"
The Keppels,4700,QLD,"The Keppels, QLD, 4700"
The Lagoon,2795,NSW,"The Lagoon, NSW, 2795"
The Lakes,6556,WA,"The Lakes, WA, 6556"
The Leap,4740,QLD,"The Leap, QLD, 4740"
The Limits,4625,QLD,"The Limits, QLD, 4625"
The Marra,2831,NSW,"The Marra, NSW, 2831"
The Meadows,2787,NSW,"The Meadows, NSW, 2787"
The Mine,4714,QLD,"The Mine, QLD, 4714"
The Narrows,4695,QLD,"The Narrows, QLD, 4695"
The Narrows,820,NT,"The Narrows, NT, 820"
The Oaks,2570,NSW,"The Oaks, NSW, 2570"
The Palms,4570,QLD,"The Palms, QLD, 4570"
The Patch,3792,VIC,"The Patch, VIC, 3792"
The Percy Group,4707,QLD,"The Percy Group, QLD, 4707"
The Pilliga,2388,NSW,"The Pilliga, NSW, 2388"
The Pines,4357,QLD,"The Pines, QLD, 4357"
The Pines,5577,SA,"The Pines, SA, 5577"
The Pinnacles,2460,NSW,"The Pinnacles, NSW, 2460"
The Plains,6237,WA,"The Plains, WA, 6237"
The Pocket,2483,NSW,"The Pocket, NSW, 2483"
The Ponds,2769,NSW,"The Ponds, NSW, 2769"
The Range,4700,QLD,"The Range, QLD, 4700"
The Range,5172,SA,"The Range, SA, 5172"
The Ridgeway,2620,NSW,"The Ridgeway, NSW, 2620"
The Risk,2474,NSW,"The Risk, NSW, 2474"
The Rock,2655,NSW,"The Rock, NSW, 2655"
The Rocks,2000,NSW,"The Rocks, NSW, 2000"
The Rocks,2795,NSW,"The Rocks, NSW, 2795"
The Sandon,2463,NSW,"The Sandon, NSW, 2463"
The Sisters,3265,VIC,"The Sisters, VIC, 3265"
The Slopes,2754,NSW,"The Slopes, NSW, 2754"
The Spectacles,6167,WA,"The Spectacles, WA, 6167"
The Summit,4377,QLD,"The Summit, QLD, 4377"
The Vines,6069,WA,"The Vines, WA, 6069"
The Whiteman,2460,NSW,"The Whiteman, NSW, 2460"
Thebarton,5031,SA,"Thebarton, SA, 5031"
Theebine,4570,QLD,"Theebine, QLD, 4570"
Theodore,2905,ACT,"Theodore, ACT, 2905"
Theodore,4719,QLD,"Theodore, QLD, 4719"
Theresa Creek,2469,NSW,"Theresa Creek, NSW, 2469"
Theresa Creek,4721,QLD,"Theresa Creek, QLD, 4721"
Theresa Park,2570,NSW,"Theresa Park, NSW, 2570"
Thevenard,5690,SA,"Thevenard, SA, 5690"
Thinoomba,4650,QLD,"Thinoomba, QLD, 4650"
Thirldene,2347,NSW,"Thirldene, NSW, 2347"
Thirlmere,2572,NSW,"Thirlmere, NSW, 2572"
Thirlstane,7307,TAS,"Thirlstane, TAS, 7307"
Thirroul,2515,NSW,"Thirroul, NSW, 2515"
Thistle Island,5606,SA,"Thistle Island, SA, 5606"
Thologolong,3691,VIC,"Thologolong, VIC, 3691"
Thomas Plain,5554,SA,"Thomas Plain, SA, 5554"
Thomastown,3074,VIC,"Thomastown, VIC, 3074"
Thompson Beach,5501,SA,"Thompson Beach, SA, 5501"
Thompson Point,4702,QLD,"Thompson Point, QLD, 4702"
Thomson,3219,VIC,"Thomson, VIC, 3219"
Thomson Brook,6239,WA,"Thomson Brook, WA, 6239"
Thoona,3726,VIC,"Thoona, VIC, 3726"
Thoopara,4800,QLD,"Thoopara, QLD, 4800"
Thora,2454,NSW,"Thora, NSW, 2454"
Thornborough,4871,QLD,"Thornborough, QLD, 4871"
Thornbury,3071,VIC,"Thornbury, VIC, 3071"
Thorndale,4380,QLD,"Thorndale, QLD, 4380"
Thorneside,4158,QLD,"Thorneside, QLD, 4158"
Thorngate,5082,SA,"Thorngate, SA, 5082"
Thornhill Park,3335,VIC,"Thornhill Park, VIC, 3335"
Thornlands,4164,QLD,"Thornlands, QLD, 4164"
Thornlea,5280,SA,"Thornlea, SA, 5280"
Thornleigh,2120,NSW,"Thornleigh, NSW, 2120"
Thornlie,6108,WA,"Thornlie, WA, 6108"
Thornton,2322,NSW,"Thornton, NSW, 2322"
Thornton,3712,VIC,"Thornton, VIC, 3712"
Thornton,4341,QLD,"Thornton, QLD, 4341"
Thornton Beach,4873,QLD,"Thornton Beach, QLD, 4873"
Thornville,4352,QLD,"Thornville, QLD, 4352"
Thorpdale,3835,VIC,"Thorpdale, VIC, 3835"
Thorpdale South,3824,VIC,"Thorpdale South, VIC, 3824"
Thowgla Valley,3707,VIC,"Thowgla Valley, VIC, 3707"
Thredbo,2625,NSW,"Thredbo, NSW, 2625"
Three Bridges,3797,VIC,"Three Bridges, VIC, 3797"
Three Moon,4630,QLD,"Three Moon, QLD, 4630"
Three Rivers,4824,QLD,"Three Rivers, QLD, 4824"
Three Springs,6519,WA,"Three Springs, WA, 6519"
Thrington,5552,SA,"Thrington, SA, 5552"
Throsby,2914,ACT,"Throsby, ACT, 2914"
Throssell,6401,WA,"Throssell, WA, 6401"
Thrumster,2444,NSW,"Thrumster, NSW, 2444"
Thuddungra,2594,NSW,"Thuddungra, NSW, 2594"
Thule,2732,NSW,"Thule, NSW, 2732"
Thulimbah,4376,QLD,"Thulimbah, QLD, 4376"
Thumb Creek,2447,NSW,"Thumb Creek, NSW, 2447"
Thurgoona,2640,NSW,"Thurgoona, NSW, 2640"
Thuringowa Central,4817,QLD,"Thuringowa Central, QLD, 4817"
Thurlga,5717,SA,"Thurlga, SA, 5717"
Thursday Island,4875,QLD,"Thursday Island, QLD, 4875"
Thyra,2731,NSW,"Thyra, NSW, 2731"
Ti Tree,872,NT,"Ti Tree, NT, 872"
Tianjara,2622,NSW,"Tianjara, NSW, 2622"
Tiaro,4650,QLD,"Tiaro, QLD, 4650"
Tiatukia,5607,SA,"Tiatukia, SA, 5607"
Tibbuc,2422,NSW,"Tibbuc, NSW, 2422"
Tiberias,7120,TAS,"Tiberias, TAS, 7120"
Tibooburra,2880,NSW,"Tibooburra, NSW, 2880"
Tibradden,6532,WA,"Tibradden, WA, 6532"
Tichborne,2870,NSW,"Tichborne, NSW, 2870"
Tichular,2850,NSW,"Tichular, NSW, 2850"
Tickera,5555,SA,"Tickera, SA, 5555"
Tidal River,3960,VIC,"Tidal River, VIC, 3960"
Tiddy Widdy Beach,5571,SA,"Tiddy Widdy Beach, SA, 5571"
Tieri,4709,QLD,"Tieri, QLD, 4709"
Tieyon,872,SA,"Tieyon, SA, 872"
Tighes Hill,2297,NSW,"Tighes Hill, NSW, 2297"
Tikalina,5440,SA,"Tikalina, SA, 5440"
Tilba Tilba,2546,NSW,"Tilba Tilba, NSW, 2546"
Tilbuster,2350,NSW,"Tilbuster, NSW, 2350"
Tilley Swamp,5275,SA,"Tilley Swamp, SA, 5275"
Tilpa,2840,NSW,"Tilpa, NSW, 2840"
Timbarra,2372,NSW,"Timbarra, NSW, 2372"
Timber Creek,852,NT,"Timber Creek, NT, 852"
Timbillica,2551,NSW,"Timbillica, NSW, 2551"
Timboon,3268,VIC,"Timboon, VIC, 3268"
Timboon West,3268,VIC,"Timboon West, VIC, 3268"
Timbumburi,2340,NSW,"Timbumburi, NSW, 2340"
Timmering,3561,VIC,"Timmering, VIC, 3561"
Timor,2338,NSW,"Timor, NSW, 2338"
Timor,3465,VIC,"Timor, VIC, 3465"
Timor West,3465,VIC,"Timor West, VIC, 3465"
Tin Can Bay,4580,QLD,"Tin Can Bay, QLD, 4580"
Tinamba,3859,VIC,"Tinamba, VIC, 3859"
Tinamba West,3859,VIC,"Tinamba West, VIC, 3859"
Tinana,4650,QLD,"Tinana, QLD, 4650"
Tinana South,4650,QLD,"Tinana South, QLD, 4650"
Tinaroo,4872,QLD,"Tinaroo, QLD, 4872"
Tinbeerwah,4563,QLD,"Tinbeerwah, QLD, 4563"
Tincurrin,6361,WA,"Tincurrin, WA, 6361"
Tindal,853,NT,"Tindal, NT, 853"
Tindarey,2835,NSW,"Tindarey, NSW, 2835"
Tinderbox,7054,TAS,"Tinderbox, TAS, 7054"
Tinderry,2620,NSW,"Tinderry, NSW, 2620"
Tingalpa,4173,QLD,"Tingalpa, QLD, 4173"
Tingha,2369,NSW,"Tingha, NSW, 2369"
Tingira Heights,2290,NSW,"Tingira Heights, NSW, 2290"
Tingledale,6333,WA,"Tingledale, WA, 6333"
Tingoora,4608,QLD,"Tingoora, QLD, 4608"
Tingun,4455,QLD,"Tingun, QLD, 4455"
Tinnanbar,4650,QLD,"Tinnanbar, QLD, 4650"
Tinonee,2430,NSW,"Tinonee, NSW, 2430"
Tinpot,2546,NSW,"Tinpot, NSW, 2546"
Tintaldra,3708,VIC,"Tintaldra, VIC, 3708"
Tintenbar,2478,NSW,"Tintenbar, NSW, 2478"
Tintinara,5266,SA,"Tintinara, SA, 5266"
Tintinhull,2352,NSW,"Tintinhull, NSW, 2352"
Tiona,2428,NSW,"Tiona, NSW, 2428"
Tipperary,2429,NSW,"Tipperary, NSW, 2429"
Tipperary,822,NT,"Tipperary, NT, 822"
Tipton,4405,QLD,"Tipton, QLD, 4405"
Tiri,2424,NSW,"Tiri, NSW, 2424"
Tirrannaville,2580,NSW,"Tirrannaville, NSW, 2580"
Tirroan,4671,QLD,"Tirroan, QLD, 4671"
Titaatee Creek,2422,NSW,"Titaatee Creek, NSW, 2422"
Titjikala,872,NT,"Titjikala, NT, 872"
Tittybong,3542,VIC,"Tittybong, VIC, 3542"
Tivendale,822,NT,"Tivendale, NT, 822"
Tivoli,4305,QLD,"Tivoli, QLD, 4305"
Tiwi,810,NT,"Tiwi, NT, 810"
Tjirrkarli,872,WA,"Tjirrkarli, WA, 872"
Tocal,2421,NSW,"Tocal, NSW, 2421"
Tocal,4730,QLD,"Tocal, QLD, 4730"
Tocumwal,2714,NSW,"Tocumwal, NSW, 2714"
Todmorden,5734,SA,"Todmorden, SA, 5734"
Tods Corner,7030,TAS,"Tods Corner, TAS, 7030"
Togara,4702,QLD,"Togara, QLD, 4702"
Togari,7330,TAS,"Togari, TAS, 7330"
Toiberry,7301,TAS,"Toiberry, TAS, 7301"
Tol Tol,3549,VIC,"Tol Tol, VIC, 3549"
Tolderol,5256,SA,"Tolderol, SA, 5256"
Tolga,4882,QLD,"Tolga, QLD, 4882"
Toll,4820,QLD,"Toll, QLD, 4820"
Tolland,2650,NSW,"Tolland, NSW, 2650"
Tolmans Hill,7007,TAS,"Tolmans Hill, TAS, 7007"
Tolmie,3723,VIC,"Tolmie, VIC, 3723"
Tom Price,6751,WA,"Tom Price, WA, 6751"
Tomago,2322,NSW,"Tomago, NSW, 2322"
Tomahawk,7262,TAS,"Tomahawk, TAS, 7262"
Tomakin,2537,NSW,"Tomakin, NSW, 2537"
Tomalla,2337,NSW,"Tomalla, NSW, 2337"
Tombong,2633,NSW,"Tombong, NSW, 2633"
Tomboye,2622,NSW,"Tomboye, NSW, 2622"
Tomerong,2540,NSW,"Tomerong, NSW, 2540"
Tomewin,2484,NSW,"Tomewin, NSW, 2484"
Tomingley,2869,NSW,"Tomingley, NSW, 2869"
Tomki,2470,NSW,"Tomki, NSW, 2470"
Toms Creek,2446,NSW,"Toms Creek, NSW, 2446"
Tonderburine,2817,NSW,"Tonderburine, NSW, 2817"
Tonebridge,6244,WA,"Tonebridge, WA, 6244"
Tongala,3621,VIC,"Tongala, VIC, 3621"
Tonganah,7260,TAS,"Tonganah, TAS, 7260"
Tongarra,2527,NSW,"Tongarra, NSW, 2527"
Tonghi Creek,3890,VIC,"Tonghi Creek, VIC, 3890"
Tongio,3896,VIC,"Tongio, VIC, 3896"
Tonimbuk,3815,VIC,"Tonimbuk, VIC, 3815"
Tonsley,5042,SA,"Tonsley, SA, 5042"
Tooan,3409,VIC,"Tooan, VIC, 3409"
Toobanna,4850,QLD,"Toobanna, QLD, 4850"
Toobeah,4498,QLD,"Toobeah, QLD, 4498"
Tooborac,3522,VIC,"Tooborac, VIC, 3522"
Toodyay,6566,WA,"Toodyay, WA, 6566"
Toogong,2864,NSW,"Toogong, NSW, 2864"
Toogoolawah,4313,QLD,"Toogoolawah, QLD, 4313"
Toogoom,4655,QLD,"Toogoom, QLD, 4655"
Toolakea,4818,QLD,"Toolakea, QLD, 4818"
Toolamba,3614,VIC,"Toolamba, VIC, 3614"
Toolamba West,3614,VIC,"Toolamba West, VIC, 3614"
Toolangi,3777,VIC,"Toolangi, VIC, 3777"
Toolara Forest,4570,QLD,"Toolara Forest, QLD, 4570"
Toolburra,4370,QLD,"Toolburra, QLD, 4370"
Toolern Vale,3337,VIC,"Toolern Vale, VIC, 3337"
Tooleybuc,2736,NSW,"Tooleybuc, NSW, 2736"
Toolibin,6312,WA,"Toolibin, WA, 6312"
Tooligie,5607,SA,"Tooligie, SA, 5607"
Toolijooa,2534,NSW,"Toolijooa, NSW, 2534"
Toolleen,3551,VIC,"Toolleen, VIC, 3551"
Toolondo,3401,VIC,"Toolondo, VIC, 3401"
Toolong,3285,VIC,"Toolong, VIC, 3285"
Toolonga,6532,WA,"Toolonga, WA, 6532"
Toolooa,4680,QLD,"Toolooa, QLD, 4680"
Tooloom,2475,NSW,"Tooloom, NSW, 2475"
Tooloon,2829,NSW,"Tooloon, NSW, 2829"
Tooma,2642,NSW,"Tooma, NSW, 2642"
Toompup,6336,WA,"Toompup, WA, 6336"
Tooms Lake,7209,TAS,"Tooms Lake, TAS, 7209"
Toomulla,4816,QLD,"Toomulla, QLD, 4816"
Toondahra,4625,QLD,"Toondahra, QLD, 4625"
Toongabbie,2146,NSW,"Toongabbie, NSW, 2146"
Toongabbie,3856,VIC,"Toongabbie, VIC, 3856"
Toongi,2830,NSW,"Toongi, NSW, 2830"
Toonpan,4816,QLD,"Toonpan, QLD, 4816"
Toonumbar,2474,NSW,"Toonumbar, NSW, 2474"
Tooperang,5255,SA,"Tooperang, SA, 5255"
Toora,3962,VIC,"Toora, VIC, 3962"
Toora,5253,SA,"Toora, SA, 5253"
Toora North,3962,VIC,"Toora North, VIC, 3962"
Tooradin,3980,VIC,"Tooradin, VIC, 3980"
Toorak,3142,VIC,"Toorak, VIC, 3142"
Toorak Gardens,5065,SA,"Toorak Gardens, SA, 5065"
Tooranie,2734,NSW,"Tooranie, NSW, 2734"
Tooraweenah,2817,NSW,"Tooraweenah, NSW, 2817"
Toorbul,4510,QLD,"Toorbul, QLD, 4510"
Toorloo Arm,3909,VIC,"Toorloo Arm, VIC, 3909"
Toormina,2452,NSW,"Toormina, NSW, 2452"
Toorooka,2440,NSW,"Toorooka, NSW, 2440"
Tootenilla,5607,SA,"Tootenilla, SA, 5607"
Tootgarook,3941,VIC,"Tootgarook, VIC, 3941"
Toothdale,2550,NSW,"Toothdale, NSW, 2550"
Tootool,2655,NSW,"Tootool, NSW, 2655"
Toowong,4066,QLD,"Toowong, QLD, 4066"
Toowoomba City,4350,QLD,"Toowoomba City, QLD, 4350"
Toowoon Bay,2261,NSW,"Toowoon Bay, NSW, 2261"
Top Camp,4350,QLD,"Top Camp, QLD, 4350"
Top Springs,852,NT,"Top Springs, NT, 852"
Topaz,4885,QLD,"Topaz, QLD, 4885"
Topi Topi,2423,NSW,"Topi Topi, NSW, 2423"
Torbanlea,4662,QLD,"Torbanlea, QLD, 4662"
Torbay,6330,WA,"Torbay, WA, 6330"
Torndirrup,6330,WA,"Torndirrup, WA, 6330"
Toronto,2283,NSW,"Toronto, NSW, 2283"
Torquay,3228,VIC,"Torquay, VIC, 3228"
Torquay,4655,QLD,"Torquay, QLD, 4655"
Torrens,2607,ACT,"Torrens, ACT, 2607"
Torrens Creek,4816,QLD,"Torrens Creek, QLD, 4816"
Torrens Island,5015,SA,"Torrens Island, SA, 5015"
Torrens Park,5062,SA,"Torrens Park, SA, 5062"
Torrens Vale,5203,SA,"Torrens Vale, SA, 5203"
Torrensville,5031,SA,"Torrensville, SA, 5031"
Torres Strait,4875,QLD,"Torres Strait, QLD, 4875"
Torrington,2371,NSW,"Torrington, NSW, 2371"
Torrington,4350,QLD,"Torrington, QLD, 4350"
Torrita,3490,VIC,"Torrita, VIC, 3490"
Torrumbarry,3562,VIC,"Torrumbarry, VIC, 3562"
Torryburn,2358,NSW,"Torryburn, NSW, 2358"
Torryburn,2421,NSW,"Torryburn, NSW, 2421"
Tortilla Flats,822,NT,"Tortilla Flats, NT, 822"
Torwood,3821,VIC,"Torwood, VIC, 3821"
Tostaree,3888,VIC,"Tostaree, VIC, 3888"
Tothill Belt,5413,SA,"Tothill Belt, SA, 5413"
Tothill Creek,5413,SA,"Tothill Creek, SA, 5413"
Totnes Valley,2850,NSW,"Totnes Valley, NSW, 2850"
Totness,5250,SA,"Totness, SA, 5250"
Tottenham,2873,NSW,"Tottenham, NSW, 2873"
Tottenham,3012,VIC,"Tottenham, VIC, 3012"
Tottington,3477,VIC,"Tottington, VIC, 3477"
Touga,2622,NSW,"Touga, NSW, 2622"
Toukley,2263,NSW,"Toukley, NSW, 2263"
Tourello,3363,VIC,"Tourello, VIC, 3363"
Towamba,2550,NSW,"Towamba, NSW, 2550"
Towan,3596,VIC,"Towan, VIC, 3596"
Towaninny,3527,VIC,"Towaninny, VIC, 3527"
Towaninny South,3527,VIC,"Towaninny South, VIC, 3527"
Towen Mountain,4560,QLD,"Towen Mountain, QLD, 4560"
Tower Hill,3283,VIC,"Tower Hill, VIC, 3283"
Towers Hill,4820,QLD,"Towers Hill, QLD, 4820"
Towitta,5353,SA,"Towitta, SA, 5353"
Town Common,4810,QLD,"Town Common, QLD, 4810"
Townsend,2463,NSW,"Townsend, NSW, 2463"
Townsendale,6311,WA,"Townsendale, WA, 6311"
Townson,4341,QLD,"Townson, QLD, 4341"
Townsville City,4810,QLD,"Townsville City, QLD, 4810"
Townview,4825,QLD,"Townview, QLD, 4825"
Towong,3707,VIC,"Towong, VIC, 3707"
Towong Upper,3707,VIC,"Towong Upper, VIC, 3707"
Towradgi,2518,NSW,"Towradgi, NSW, 2518"
Towrang,2580,NSW,"Towrang, NSW, 2580"
Trafalgar,3824,VIC,"Trafalgar, VIC, 3824"
Trafalgar East,3824,VIC,"Trafalgar East, VIC, 3824"
Trafalgar South,3824,VIC,"Trafalgar South, VIC, 3824"
Tragowel,3579,VIC,"Tragowel, VIC, 3579"
Tralee,2620,NSW,"Tralee, NSW, 2620"
Trangie,2823,NSW,"Trangie, NSW, 2823"
Tranmere,5073,SA,"Tranmere, SA, 5073"
Tranmere,7018,TAS,"Tranmere, TAS, 7018"
Traralgon,3844,VIC,"Traralgon, VIC, 3844"
Traralgon East,3844,VIC,"Traralgon East, VIC, 3844"
Traralgon South,3844,VIC,"Traralgon South, VIC, 3844"
Travancore,3032,VIC,"Travancore, VIC, 3032"
Travellers Rest,7250,TAS,"Travellers Rest, TAS, 7250"
Traveston,4570,QLD,"Traveston, QLD, 4570"
